Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
The Wonder House,"Justine Hardy, Justine Hardy","India, Fiction",3.56,105 ratings,15 reviews,"“Rich with sensual detail, making for vivid impressions.”  — Publishers Weekly
Justine Hardy is an English journalist, a best-selling author, and a filmmaker who has spent much of the past fifteen years living in India. With her American debut, The Wonder House, Hardy has crafted an unforgettable love story set in the turbulent region of Kashmir, one of the most beautiful and broken places in the world. On Nagin Lake sits moored a houseboat called The Wonder House, on which Englishwoman, Gracie Singh, has been living out her widowhood since the death of her Indian husband. From The Wonder House Gracie has watched the valley become brutally disfigured by Pakistan and India’s drawn-out clash over this coveted territory — just as she has watched her best friend and landlord, Masood Abdullah, change from a jeans-wearing, flirtatious young man to an anxious father hemmed in by growing Islamic orthodoxy. Soon after Masood’s nephew disappears to join an extremist militant group, Hal, a journalist from England, comes to interview Gracie, putting them all in grave danger. Told by and about a Western woman’s immersion in the endlessly alluring and troubled Islamic culture of North India, Justine Hardy’s gorgeous and gritty novel about human passions in a battered valley is a vital addition to the literature about India.",https://www.goodreads.com/book/show/413545.The_Wonder_House
"Dishonoured by history: ""criminal tribes"" and British colonial policy","Meena Radhakrishna, Meena Radhakrishna","Nonfiction, History",4.36,11 ratings,1 review,"In this path-breaking study, Meena Radhakrishna traces the history and implications of a piece of colonial legislation—the Criminal Tribes Act. She discusses the changing notions of crime and criminality over a period of time, and shows how the colonial administration's traditional prejudice against gypsies combined with realpolitik on the one hand, and with a need for wage workers on the other, to feed into the category 'hereditary criminal'.

Focusing on the itinerant trading community of Koravas in colonial Madras, Dr. Radhakrishna studies in detail the process of its forced sedentarisation in a police and missionary-run settlement. Here the community was meant to be reformed, albeit more through wage work than evangelism.

The study shows how in spite of severe and repeated ruptures from its past, the community survived and forged a strong trade union movement. The archival sources used in this study establish the community to have been an honourable and useful part of sedentary society in the past. However, through a careful analysis of its present oral culture and folklore, Dr. Radhakrishna shows that its members have lost memory of that history, and share the widespread belief of the community's earlier, dangerous criminality.",https://www.goodreads.com/book/show/7163980-dishonoured-by-history
Und immer wieder neue Himmel finden : Betrachtungen einer Inderin über ihr Land,"Gita Mehta, Gita Mehta",N/A,0.00,0 ratings,0 reviews,,https://www.goodreads.com/book/show/1738808.Und_immer_wieder_neue_Himmel_finden_
The Littlest Giant: The Story of Vamana,"Joshua M. Greene, Joshua M. Greene","Picture Books, Childrens, Religion",3.81,16 ratings,3 reviews,"An illustrated modern adaptation of the beloved Indian classic “Ten Avatars.”

King Bali is not a bad soul; he’s just ambitious. He wants big things! As a consequence, he doesn’t have friends. What he does have is an evil adviser named Shukra, who is even more ambitious than the king. When King Bali is visited by a tiny sage, Shukra is suspicious and warns the king to stay away. In this retelling of an ancient story from the Sanskrit histories, King Bali learns that big things can come in small packages — and that sometimes a small courtesy can bring big rewards. Illustrator Emma Moore applies luminescent colors and dynamic perspectives to her visualization of this tale of big and little, adapted from India’s beloved “Ten Avatars.” Author Joshua M. Greene’s elegant and direct storytelling renders an otherwise esoteric subject accessible and relevant for contemporary young readers.",https://www.goodreads.com/book/show/18249387-the-littlest-giant
The Year of the Runaways,"Sunjeev Sahota, Sunjeev Sahota","Fiction, India, Literary Fiction, Contemporary, Book Club, Novels, British Literature, Audiobook, Asia, Indian Literature",3.87,"10,329 ratings","1,172 reviews","In the north of England, a group of young Indian immigrants struggle to begin something new—to support their families; to build their futures; to show their worth; to escape their pasts. An epic for our times, The Year of the Runaways is a stunning work of fiction that explores what it means and what it costs to make a new life, the capaciousness of the human spirit, and the power of humanity in the face of unspeakable suffering.",https://www.goodreads.com/book/show/30689342-the-year-of-the-runaways
Nehru: The Invention of India,"Shashi Tharoor, Shashi Tharoor","History, India, Nonfiction, Biography, Politics, Indian Literature, Asia, Memoir, Biography Memoir, Unfinished",3.86,"1,241 ratings",134 reviews,"A portrait of the Indian secularist and spiritual companion of Mahatma Gandhi discusses his childhood as a member of a politically influential family, the Enlightenment philosophies that marked his education, his decision to become an activist, his contributions to India's non-violent struggle for independence, and his witness to the violence of partition. Reprint. 10,000 first printing.",https://www.goodreads.com/book/show/109234.Nehru
Vibrant India: Fresh Vegetarian Recipes from Bangalore to Brooklyn [A Cookbook],"Chitra Agrawal, Chitra Agrawal","Cookbooks, Food, Nonfiction, Cooking, Reference, Vegetarian",3.93,194 ratings,65 reviews,"From the acclaimed chef and owner of Brooklyn Delhi, a debut cookbook focused on the celebrated vegetarian fare of South India.
 
Lifelong vegetarian and chef Chitra Agrawal takes you on an epicurean journey to her mother’s hometown of Bangalore and back to Brooklyn, where she adapts her family’s South Indian recipes for home cooks. This particular style of Indian home cooking, often called the “yoga diet,” is light and fresh, yet satisfying and rich in bold and complex flavors. Grains, legumes, fresh produce, coconut, and yogurt—along with herbs, citrus, chiles, and spices—form the cornerstone of this delectable cuisine, rooted in vegetarian customs and honed over centuries for optimum taste and nutrition. 
 
From the classic savory crepe dosa, filled with lemony turmeric potatoes and cilantro coconut chutney, to new creations like coconut polenta topped with spring vegetables 'upma"" and homemade yogurt, the recipes in Vibrant India are simple to prepare and a true celebration of color and flavor on a plate. Chitra weaves together the historical context behind the region’s cuisine and how she brought some of these age-old traditions to life thousands of miles away in Brooklyn during the city’s exciting food renaissance.

Relying on her experience as a culinary instructor, Chitra introduces the essential Indian cooking techniques, tips, and ingredients you’ll need to prepare a full range of recipes from quick vegetable stir frys (corn, basil, and leeks flavored with butter, cumin, and black pepper), salads (citrus red cabbage and fennel slaw with black mustard seeds, curry leaves, and chile), yogurt raitas (shredded beets and coconut in yogurt), and chutneys and pickles (preserved Meyer lemon in chile brine) to hearty stews (aromatic black eyed peas, lentils, and greens), coconut curries (summer squash in an herby coconut yogurt sauce), and fragrant rice dishes (lime dill rice with pistachios). Rounding out the book is an array of addictive snacks (popcorn topped with curry leaf butter), creative desserts (banana, coconut, and cardamom ice cream), and refreshing drinks (chile watermelon juice with mint). Chitra provides numerous substitutions to accommodate produce seasonality, ingredient availability, and personal tastes. The majority of recipes are gluten-free and vegan or can be easily modified to adhere to those dietary restrictions.

Whether you are a vegetarian or just looking for ways to incorporate more vegetarian recipes into your repertoire, Vibrant India is a practical guide for bringing delicious Indian home cooking to your table on a regular basis.",https://www.goodreads.com/book/show/30724247-vibrant-india
Monsoon Summer,"Julia Gregson, Julia Gregson","Historical Fiction, India, Romance, Fiction, Historical, Cultural, Historical Romance, 20th Century, British Literature, Adult Fiction",3.96,"1,888 ratings",164 reviews,"By the award-winning author of East of the Sun, “a powerful and memorable novel” (Publishers Weekly) about the forbidden love between a young Indian doctor and an English midwife.

Oxfordshire, 1947. Kit Smallwood, hiding a painful secret and exhausted from nursing soldiers during the Second World War, escapes to Wickam Farm where her friend is setting up a charity sending midwives to the Moonstone Home in South India.

Then Kit meets Anto, an Indian doctor finishing his medical training at Oxford. But Kit’s light-skinned mother is in fact Anglo-Indian with secrets of her own, and Anto is everything she does not want for her daughter.

Despite the threat of estrangement, Kit is excited for the future, hungry for adventure, and deeply in love. She and Anto secretly marry and set off for South India—where Kit plans to run the maternity hospital she’s helped from afar.

But Kit’s life in India does not turn out as she imagined. Anto’s large, traditional family wanted him to marry an Indian bride and find it hard to accept Kit. As their relationship begins to fray, Kit’s job becomes fraught with tension as they both face a newly independent India, where riots have left millions dead and there is deep-rooted suspicion of the English. In a rapidly changing world, Kit’s naiveté is to land her in a frightening and dangerous situation...

Based on true accounts of European midwives in India, is a powerful story of secrets, the nature of home, the comforts and frustrations of family, and how far we’ll go to be with those we love.",https://www.goodreads.com/book/show/27274454-monsoon-summer
No Full Stops in India,"Mark Tully, Mark Tully","India, Nonfiction, Travel, History, Indian Literature, Travelogue, Asia, Memoir, Journalism, Biography",3.82,"1,206 ratings",89 reviews,"India’s Westernized elite, cut off from local traditions, ‘want to write a full stop in a land where there are no full stops’. From that striking insight Mark Tully has woven a superb series of ‘stories’ which explore Calcutta, from the Kumbh Mela in Allahabad (probably the biggest religious festival in the world) to the televising of a Hindu epic. Throughout, he combines analysis of major issues with a feel for the fine texture and human realities of Indian life. The result is a revelation.

'The ten essays, written with clarity, warmth of feeling and critical balance and understanding, provide as lively a view as one can hope for of the panorama of India.’ K. Natwar-Singh in the",https://www.goodreads.com/book/show/791184.No_Full_Stops_in_India
The Rumor: A Jataka Tale from India,"Jan Thornhill, Jan Thornhill","Picture Books, India, Childrens, 2nd Grade, Folk Tales, Animals, Cultural, Fairy Tales, Nonfiction",3.79,53 ratings,17 reviews,"Long ago in Ancient India, there lived a young hare who worried about everything — food, rain, and even the color of her eyes. As the worrywort hare tries to settle down for a quiet nap in her favorite sun-dappled grove of palms and mango trees, she is startled into action by a sudden and very loud explosion.

Convinced that the world is breaking up, the hare tears out of the grove, into a thicket, across a marshland, through a forest, out into the scrubland and onto the open plain. All along the way, she spreads her alarming news, gathering up an ever-increasing herd of terrified animals: hares, wild boars, deer, tigers, and rhinos. The stampede continues and the frenzy grows, until one wise voice prevails….

Perfect for reading aloud, this beautifully told traditional story from India is a lovely version of a classic ""The Sky Is Falling"" tale. Vibrant illustrations set inside exquisite borders in a handsome large format book have an effect like gorgeous tapestries on every page. The richness of each illustration adds layers to this deceptively simple fable, and young readers will love to pore over the art to pick up the hidden details in each piece.

Nature Notes at the back of the book give additional information on the wildlife, flora, and fauna featured in the story and illustrations, as well as the origins of the tale and the style of illustration.

The Rumor is a retelling of an ancient Jataka tale from India. Jataka tales have been used for more than 2,500 years to teach about sharing, compassion, and the difference between good and bad.",https://www.goodreads.com/book/show/6460766-the-rumor
Indian Vegetarian Cooking: At Your House,"Sunetra Humbad, Amy Schafer Boger, Sunetra Humbad","Cookbooks, Food, Cooking, Reference",3.78,49 ratings,5 reviews,"Learn the secrets of authentic Indian cuisine from native-born cook Sunetra Humbad. Most of the cooking methods, techniques, and ingredients in these recipes are basic and familiar.",https://www.goodreads.com/book/show/631271.Indian_Vegetarian_Cooking
East of the Sun,"Julia Gregson, Julia Gregson","Historical Fiction, Fiction, India, Historical, Romance, Book Club, Asia, British Literature, Travel, Novels",3.71,"8,520 ratings",914 reviews,"Autumn 1928. The Kaiser-i-Hind is en route to Bombay. In Cabin D38, Viva Hollowat, an inexperienced chaperone, is worried she's made a terrible mistake. Her advert in The Lady has resulted in three unsettling charges to be escorted to India.

Rose, a beautiful, dangerously naive English girl, is about to be married to the cavalry officer she has met only a handful of times.

Victoria, the bridesmaid, is determined to lose her virginity on the journey before finding a husband of her own in India. And overshadowing all three of them, the malevolent presence of Guy Glover, a strange and disturbed schoolboy.

Three potential Memsahibs with a myriad of reasons for leaving England, but the cargo of hopes and secrets they carry has done little to prepare them for what lies ahead.

From the parties of the wealthy Bombay socialites to the poverty of the orphans on Tamarind Street, is everything a historical novel should be: alive with glorious detail, fascinating characters and masterful storytelling.",https://www.goodreads.com/book/show/3548256-east-of-the-sun
The Elephanta Suite,"Paul Theroux, Paul Theroux","Fiction, India, Travel, Short Stories, Asia, Literary Fiction, Indian Literature, Book Club, Novels, Audiobook",3.43,"1,720 ratings",247 reviews,"A master of the travel narrative weaves three intertwined novellas of Westerners transformed by their sojourns in India.

This startling, far-reaching book captures the tumult, ambition, hardship, and serenity that mark today’s India. Theroux’s Westerners risk venturing far beyond the subcontinent’s well-worn paths to discover woe or truth or peace. A middle-aged couple on vacation veers heedlessly from idyll to chaos. A buttoned-up Boston lawyer finds succor in Mumbai’s reeking slums. And a young woman befriends an elephant in Bangalore.

We also meet Indian characters as singular as they are reflective of the country’s subtle ironies: an executive who yearns to become a holy beggar, an earnest young striver whose personality is rewired by acquiring an American accent, a miracle-working guru, and others.

As ever, Theroux’s portraits of people and places explode stereotypes to exhilarating effect. The Elephanta Suite urges us toward a fresh, compelling, and often inspiring notion of what India is, and what it can do to those who try to lose—or find—themselves there.",https://www.goodreads.com/book/show/776457.The_Elephanta_Suite
An Obedient Father,"Akhil Sharma, Akhil Sharma","Fiction, Indian Literature, Novels, Family, Asia, Literature, Contemporary, 21st Century, Adult Fiction, Modern",3.34,"1,252 ratings",177 reviews,"My general incompetence and laziness at work had been apparent for so long that I now think it was arrogant of Mr. Gupta to pick me as his money man. I am the type of person who does not make sure that a file includes all the pages it must have or that the pages are in the right order. I refuse to accept even properly placed blame, lying outright that somebody else misplaced the completed forms or spilled tea on them, even though I was the last one to sign them out, or had the soggy papers still on my desk.

As an inspector for the Physical Education Department in the Delhi school system, Ram Karan supports his widowed daughter and eight-year-old granddaughter by collecting bribes for a small-time Congress Party boss. On the eve of Rajiv Gandhi's assassination, one reckless act bares the lifetime of violence and sexual shame behind Ram's dingy public career and involves him in a farcical, but terrifying, political campaign that could cost him his life.

An astonishing character study, a portrait of a family--and a country--tormented by the past, recalls Dostoyevsky's guilt-ridden anti-heroes in a debut that is also as fully formed as .",https://www.goodreads.com/book/show/18377996-an-obedient-father
Savitri: A Tale of Ancient India,"Aaron Shepard, Vera Rosenberry, Aaron Shepard","Picture Books, Mythology, India, Fiction, Childrens, Fantasy, Folklore, Asia",3.86,69 ratings,9 reviews,"Beauty and intelligence were the princess Savitri's, and eyes that shone like the sun. So splendid was she that people thought her a goddess. When at last she found a man worthy to wed her, no one could sway her from her heart's path -- not even the god of death.

This lovely retelling presents a classic tale of devotion, courage, wit, and will from India's national epic, The Mahabharata.

TEACHERS AND LIBRARIANS -- A READER'S THEATER SCRIPT OF THIS BOOK IS AVAILABLE IN AARON'S BOOK ""FOLKTALES ON STAGE,"" OR FREE ON AARON'S WEB SITE.

/////////////////////////////////////////////////

Aaron Shepard is the award-winning author of ""The Baker's Dozen,"" ""The Sea King's Daughter,"" ""The Adventures of Mouse Deer,"" and many more children's books. His stories have appeared often in Cricket magazine, while his Web site is known internationally as a prime resource for folktales, storytelling, and reader's theater.

Vera Rosenberry, a prolific children's book illustrator and author, was born in the U.S. but now lives in the U.K. She was especially interested in illustrating this book because her husband is from India and grew up with tales from The Mahabharata.

/////////////////////////////////////////////////

1997 & 2000 California Collection Selection (California Readers)

""Unique and noteworthy. . . . Shepard breathes new life into the sleeping archetype of the Indian heroine. Like ancient heroic myth, [Shepard's interpretation] renews deep strains of potential within the reader."" -- Publishers Weekly, Mar. 9, 1992

""A smooth retelling."" -- Kirkus Reviews, Feb. 1, 1992

""Delicately rendered in both adaptation and illustration. . . . A book that will open children's eyes and ears to an unfamiliar lore, and provide rich contrast to Western parallels."" -- Bulletin of the Center for Children's Books, Feb. 1992

""Profoundly moving."" -- Children's Bookwatch, July 1992

""Will enhance the social studies curriculum."" -- Children's Book Review Service, July 1992

""Reads aloud very well. . . . Readers will enjoy the perspicacity and tenacity of this feisty heroine [and] be fascinated by the uniquely Indian cultural details."" -- School Library Journal, May 1992

""Portrays a woman of great intelligence and courage, as well as virtue. . . . The story and pictures show great sensitivity to Hindu lore and culture."" -- Deva and Gayatri Rajan, Hinduism Today

""Powerfully told, with a magic all its own. Savitri's purity of spirit will touch the hearts of all readers, young and old."" -- Meera Lester, India West, Sept. 25, 1992

""A sure candidate for the [California] 6th-grade ancient cultures unit."" -- BayViews (Association of Children's Librarians of Northern California), Dec. 1992

""Rich and empowering."" -- Rebecca Myers, A. B. Bookman's Weekly, Nov. 9, 1992

""Fresh and respectful. . . . Could be useful as an introduction to Indian classics for young adult readers, in a course on ancient cultures, or in any broad-based collection."" -- Fran Stallings, Territorial Tattler, Fall 1993

""Powerful."" -- Elaine Weischedel, Lanes Museletter, June 1993

""Shepard writes with an ear for the spoken word."" -- The Story Bag Newsletter, Apr.-May 1994

""Looking for a painless dose of Hindu mythology? Here it is, with beautiful illustrations to boot."" -- Ours (Adoptive Families of America), July-Aug. 1993

""A lyrical retelling of a beloved Indian tale. Savitri offers vivid and exotic details that make it uniquely memorable."" -- Wendy E. Betts, Notes from the Windowsill, Vol. 2, No. 144",https://www.goodreads.com/book/show/118239.Savitri
The Chaos of Empire: The British Raj and the Conquest of India,"Jon Wilson, Jon Wilson","History, India, Nonfiction, British Literature, Politics, World History, Asia, Pakistan, Indian Literature, European History",3.76,264 ratings,46 reviews,"“Jon Wilson visits often ignored arenas of British-Indian contact to mount a devastating critique of British rule. The exercise of sovereignty . . . was deemed sufficient unto itself. Policy-making was chaotic and implementation uneven. . . . The only constant was violence. This is a brave and long-overdue riposte to Raj romanticists.” —John Keay, author of India: A History and The Honourable Company

The longstanding mythology of the British Raj is starkly and critically wrong. In this dramatic revisionist history, Jon Wilson upends the carefully sanitized image of unity, order, and success to reveal an empire rooted far more in violence than in virtue, far more in chaos than in control. Following the lives of administrators, soldiers, and subjects—both British and Indian—this compelling narrative traces Britain’s rule, from the East India Company’s first transactions in the 1680s to Indian Independence in 1947. The result is a story of continual conflict and lasting legacy: The Raj was the most public demonstration of a state’s ability to project power far from home, and its perceived success was used to justify not only British but also American interventions around the world in the years that followed. Trouble was, the story of benign British triumph in India was a carefully concocted fiction, here thoroughly and totally debunked.",https://www.goodreads.com/book/show/29502352-the-chaos-of-empire
Shalimar,"Rebecca Ryman, Rebecca Ryman","India, Historical Fiction, Romance, Historical, Fiction, Historical Romance, Roman, Suspense, Asia",3.83,282 ratings,29 reviews,"A British woman's search for love and truth in the late 19th century lies at the heart of this epic love story set in the midst of the ""Great Game"" between England and Russia over control of the Silk Road.",https://www.goodreads.com/book/show/1030399.Shalimar
Elephant Dance: Memories of India,"Theresa Heine, Sheila Moxley, Theresa Heine","Picture Books, India, Cultural, Childrens, Fiction, Geography, Family",3.89,90 ratings,22 reviews,"Ravi and Anjali are fascinated by their grandfather s stories of India, where the sun is like a ferocious tiger, the wind is like a wild horse, and monsoon rains cascade from the sky like waterfalls. Ravi particularly loves to hear about the festival of Divaali, where parading elephants take pride of place in their grandfather s memories, and he dreams of having an elephant dance to the tune he composes on his flute.
In addition to an evocative, beautifully written story, Elephant Dance also contains endnotes on the cultural heritage of India, making it a perfect introduction to Indian life and traditions.",https://www.goodreads.com/book/show/409903.Elephant_Dance
A Gardener in the Wasteland: Jotiba Phule's Fight for Liberty,"Srividya Natarajan, Aparajita Ninan, Srividya Natarajan","Graphic Novels, India, History, Nonfiction, Comics, Biography, Politics, Feminism, Graphic Novels Comics",3.98,256 ratings,35 reviews,"In 1873, Jotirao Govindrao Phule wrote Gulamgiri (Slavery), a scathingly witty attack on the vedas being idle fantasies of the brahman mind which enslaved the shudras and atishudras. A hundred and forty years hence, Srividya Natarajan and Aparajita Ninan breathe fresh life into Phule’s rather graphic imagination, weaving in the story of Savitribai, Jotiba’s partner in his struggles.

In today’s climate of intolerance, here’s a manifesto of resistance.

‘Reminiscent of Marjane Satrapi’s Persepolis. Brings smack into the foreground something unequivocally evil’—Hindustan Times",https://www.goodreads.com/book/show/29742834-a-gardener-in-the-wasteland
Parsis: The Zoroastrians of India - A Photographic Journey,"Sooni Taraporevala, Sooni Taraporevala",Photography,4.63,32 ratings,2 reviews,"A rich compilation of photographs and text captures the lives, culture, and community of the Parsis, a religious and ethnic minority of India and South Asia who continue to follow the ancient religion of Zarathustra.",https://www.goodreads.com/book/show/312012.Parsis
